Station Code,Station Name,District,State,Trains passing through
MNDY,Mandaveli,Chennai,Tamil Nadu,0
MNE,Mansi Jn,Khagaria,Bihar,49
MNF,Manda Road,Prayagraj,Uttar Pradesh,5
MNG,Manihari Ghat,#N/A,,0
MNGD,Muniguda,Rayagada,Odisha,38
MNGP,Manhgupur,#N/A,,0
MNGR,Mohan Nagar,Bhilwara,Rajasthan,3
MNGT,Mysore New Good,Mysuru,Karnataka,0
MNGV,Mota Miya Mangrol,Surat,Gujarat,0
MNH,Munsirhat Ph,Howrah,West Bengal,0
MNHA,Mindha,Jaipur,Rajasthan,0
MNHL,Majhairan Himachal,Kangra,Himachal Pradesh,0
MNI,Mangaon,Raigad,Maharashtra,51
MNJ,Manoharganj,Kaushambi,Uttar Pradesh,3
MNJR,Manjhlepur,Rae Bareli,Uttar Pradesh,0
MNKB,Miyonka Bara,Jodhpur,Rajasthan,0
MNKD,Mankhurd,Mumbai Suburban,Maharashtra,0
MNKN,Manikalan Halt,Jaunpur,Uttar Pradesh,1
MNKR,Mallankinar,Virudhunagar,Tamil Nadu,0
MNL,Minchnal,Vijayapura,Karnataka,0
MNLI,Manali Halt,Thiruvallur,Tamil Nadu,2
MNM,Manamadurai Jn,Sivaganga,Tamil Nadu,32
MNMA,Mandan Mishra H,Darbhanga,Bihar,0
MNME,Manamadurai East,Sivaganga,Tamil Nadu,0
MNMU,Mani Mau,Kannauj,Uttar Pradesh,0
MNO,Mehnar Road,Vaishali,Bihar,8
MNP,Mananpur,Lakhisarai,Bihar,19
MNPR,Minapur,Rupnagar,Punjab,0
MNPT,Mungilipattu,Chittoor,Andhra Pradesh,0
MNQ,Mainpuri,Mainpuri,Uttar Pradesh,4
MNR,Makkhanpur,Firozabad,Uttar Pradesh,0
MNS,Manshahi,Katihar,Bihar,4
MNSR,Manaksar,Hanumangarh,Rajasthan,4
MNTT,Mulanturutti,Ernakulam,Kerala,4
MNU,Mundikota,Bhandara,Maharashtra,0
MNUR,Mannanur,Palakkad,Kerala,0
MNV,Mungaoli,Ashoknagar,Madhya Pradesh,24
MNVG,Navbharat,#N/A,,0
MNVL,Manwal,Udhampur,Jammu And Kashmir,6
MNWL,Manwal,Udhampur,Jammu And Kashmir,2
MNX,Manganallur,Thiruvarur,Tamil Nadu,0
MNY,Mankarai,Palakkad,Kerala,0
MNZ,Manani,Saharanpur,Uttar Pradesh,0
MO,Mohol,Solapur,Maharashtra,7
MOA,Manopad,Jogulamba Gadwal,Telangana,0
MOAR,Manipur Bagan,Hailakandi,Assam,0
MOB,Manoharabad,Medak,Telangana,0
MOBD,Moabund,Jorhat,Assam,1
MOCK,Mauchak,#N/A,,0
MOD,Morampudi,West Godavari,Andhra Pradesh,0
MODI,Muladuli,#N/A,,0
MOF,Mondh,Bhadohi,Uttar Pradesh,5
MOG,Mohiuddinnagar,Samastipur,Bihar,8
MOGA,Moga,Moga,Punjab,8
MOH,Mohana,#N/A,,0
MOHR,Mohana,Sonipat,Haryana,0
MOI,Mori Bera,Pali,Rajasthan,2
MOJ,Mohana,Gwalior,Madhya Pradesh,6
MOL,Muli Road,Surendranagar,Gujarat,2
MOLK,Molakarampatti,Tirupattur,Tamil Nadu,0
MOM,Maman,Bulandshahr,Uttar Pradesh,0
MOMU,Molakalmuru,Chitradurga,Karnataka,2
MON,Modran,Jalore,Rajasthan,10
MONE,Mone,#N/A,,0
MONJ,Monglajhora,Kokrajhar,Assam,2
MONR,Mohanur,Namakkal,Tamil Nadu,4
MOO,Muddanuru,Y.S.R.,Andhra Pradesh,16
MOP,Mohitnagar,Jalpaiguri,West Bengal,1
MOPR,Mohanpura,Ganganagar,Rajasthan,0
MOR,Mor,Patna,Bihar,12
MORA,Moraiya,Ahmadabad,Gujarat,0
MOT,Malout,Sri Muktsar Sahib,Punjab,14
MOTA,Mota,Mainpuri,Uttar Pradesh,0
MOTC,Motichur,Haridwar,Uttarakhand,5
MOTG,Motiganj,Gonda,Uttar Pradesh,1
MOTH,Moth,Jhansi,Uttar Pradesh,10
MOU,Manoharpur,Pashchimi Singhbhum,Jharkhand,14
MOW,Mananwala,Amritsar,Punjab,0
MOX,Moran,Sivasagar,Assam,0
MOY,Mohri,Ambala,Haryana,0
MOZ,Muzaffarnagar,Muzaffarnagar,Uttar Pradesh,41
MP,Melappalaiyam,Tirunelveli,Tamil Nadu,0
MPA,Manaparai,Tiruchirappalli,Tamil Nadu,10
MPC,Muttampatti,Dharmapuri,Tamil Nadu,0
MPD,Madpur,Paschim Medinipur,West Bengal,0
MPE,Malatipur,North 24 Parganas,West Bengal,0
MPF,Muirpur Road,Sonbhadra,Uttar Pradesh,0
MPG,Manpur Nagaria,Kasganj,Uttar Pradesh,2
MPH,Mundha Pande,Rampur,Uttar Pradesh,0
MPI,Melpatti,Vellore,Tamil Nadu,4
MPJ,Madanpur,Nadia,West Bengal,0
MPK,Chennai Park,Chennai,Tamil Nadu,0
MPKT,Chennai Park Town,Chennai,Tamil Nadu,0
MPL,Madanapalle Rd,Chittoor,Andhra Pradesh,11
MPLE,Mahipal,Murshidabad,West Bengal,0
MPLI,Minnampalli,Salem,Tamil Nadu,0
MPLM,Marthipalayam,Karur,Tamil Nadu,2
MPLR,Mahipal Road,Murshidabad,West Bengal,2
MPLY,Meppuliyur,Kallakurichi,Tamil Nadu,0
MPM,Muktapuram,Srikakulam,Andhra Pradesh,0
MPML,Mohapani Mal,Chhindwara,Madhya Pradesh,0
MPN,Madhyampur,North 24 Parganas,West Bengal,0
MPNH,Majnupur Nawada,Begusarai,Bihar,0
MPO,Manpur Jn,Gaya,Bihar,0
MPR,Makarpura,Vadodara,Gujarat,0
MPRA,Muhamadpur,Hailakandi,Assam,0
MPRD,Mathurapur Road,South 24 Parganas,West Bengal,0
MPT,Mangalampeta,Chittoor,Andhra Pradesh,0
MPU,Medapadu,East Godavari,Andhra Pradesh,1
MPUE,Mainpuri Kachri,Mainpuri,Uttar Pradesh,0
MPUR,New Madanpur,Dumka,Jharkhand,0
MPX,Merpanaikkadu,Pudukkottai,Tamil Nadu,0
MPY,Murarpur,Bhagalpur,Bihar,4
MQ,Mannargudi,Thiruvarur,Tamil Nadu,10
MQA,Matoda,Sabarkantha,Gujarat,0
MQC,Mundka,West,Delhi,0
MQE,Mohammadkhera,Shajapur,Madhya Pradesh,0
MQG,Milangarh,Malda,West Bengal,0
MQJ,Maradam Halt,Vizianagaram,Andhra Pradesh,0
MQL,Mirkhal,Parbhani,Maharashtra,0
MQN,Manyamkonda,Mahabubnagar,Telangana,1
MQO,Munroturuttu,Kollam,Kerala,4
MQP,Makrandpur,Bareilly,Uttar Pradesh,2
MQQ,Markahandi U Halt,Chhindwara,Madhya Pradesh,0
MQR,Malkhaid Road,Kalaburagi,Karnataka,14
MQS,Malsian Shahkot,Jalandhar,Punjab,2
MQTS,Moradabad Qts,#N/A,,0
MQU,Murukkampuzha,Thiruvananthapuram,Kerala,2
MQW,Mallannagar,Budaun,Uttar Pradesh,2
MQX,Meralgram,Garhwa,Jharkhand,5
MQZ,Mota Jadra,Bhavnagar,Gujarat,0
MR,Martur,Kalaburagi,Karnataka,1
MRA,Morena,Morena,Madhya Pradesh,55
MRAJ,Marwar Jn,Pali,Rajasthan,0
MRB,Munirabad,Koppal,Karnataka,10
MRBD,Moinarband,Cachar,Assam,0
MRBL,Muribahal,Balangir,Odisha,4
MRC,Marichethal,Raichur,Karnataka,0
MRD,Manund,Mahesana,Gujarat,0
MRDA,Maroda,Chandrapur,Maharashtra,0
MRDD,Mordar,Khandwa,Madhya Pradesh,0
MRDG,Maradanga,Cooch Behar,West Bengal,2
MRDL,Meramandolil,Dhenkanal,Odisha,4
MRDP,Muradpur Halt,Mau,Uttar Pradesh,0
MRDW,Murdeshwar,Dakshina Kannada,Karnataka,14
MRE,Manauri,Kaushambi,Uttar Pradesh,1
MRF,Marpalli,Sangareddy,Telangana,0
MRG,Margherita,Tinsukia,Assam,2
MRGA,Miryalaguda,Nalgonda,Telangana,45
MRGM,Maurigram,Howrah,West Bengal,0
MRH,Marmagao,South Goa,Goa,0
MRHA,Murahara,Banka,Bihar,2
MRHT,Moranhat,Sivasagar,Assam,10
MRIJ,Murliganj,Madhepura,Bihar,8
MRJ,Miraj Jn,Sangli,Maharashtra,68
MRJD,Marajdwa,Pashchim Champaran,Bihar,0
MRK,Markapur Road,Prakasam,Andhra Pradesh,18
MRKL,Marikal,Mahabubnagar,Telangana,0
MRL,Maroli,Navsari,Gujarat,12
MRLA,Mariyal Gangava,#N/A,,1
MRLI,Murli Halt,Sahibganj,Jharkhand,0
MRLM,Marudalam,Vellore,Tamil Nadu,0
MRM,Mamanduru,Chittoor,Andhra Pradesh,0
MRN,Morwani,Ratlam,Madhya Pradesh,1
MRND,Morinda,Rupnagar,Punjab,8
MROA,Mora,Mathura,Uttar Pradesh,1
MRPL,Marampalli,West Godavari,Andhra Pradesh,1
MRPM,Mathurapur Mor Halt,Bijnor,Uttar Pradesh,0
MRPR,Mau Ranipur,Jhansi,Uttar Pradesh,15
MRQ,Matari,Dhanbad,Jharkhand,0
MRR,Murarai,Birbhum,West Bengal,17
MRSH,Morshi,Amravati,Maharashtra,4
MRT,Mathura Cant,Mathura,Uttar Pradesh,8
MRTA,Muraitha,Darbhanga,Bihar,0
MRTD,Morthad,Nizamabad,Telangana,0
MRTL,Mirthal,Gurdaspur,Punjab,1
MRTY,Murti,Beed,Maharashtra,0
MRU,Mumbai Matunga Road,Mumbai Suburban,Maharashtra,0
MRV,Marsul,Parbhani,Maharashtra,0
MRWS,Marwar Ranawas,Pali,Rajasthan,1
MRX,Murud,Latur,Maharashtra,4
MRYA,Meriyana,Amreli,Gujarat,0
MRZA,Mirza,Kamrup,Assam,2
MRZP,Mirzapur Bangladesh,#N/A,,0
MS,Chennai Egmore,Chennai,Tamil Nadu,107
MSAE,Masagram,Purba Bardhaman,West Bengal,0
MSB,Chennai Beach,Chennai,Tamil Nadu,2
MSBR,Musahibpur,Hoshiarpur,Punjab,0
MSC,Chennai Chetpat,Chennai,Tamil Nadu,0
MSD,Bombay Masjid,Mumbai Suburban,Maharashtra,0
MSDG,Masoba Dongargaon,Solapur,Maharashtra,4
MSDH,Masnadih,Purba Champaran,Bihar,2
MSDL,Mahisadal,Purba Medinipur,West Bengal,0
MSDN,Masudan,Lakhisarai,Bihar,2
MSDR,Murshadpur,Bijnor,Uttar Pradesh,0
MSE,Masani,Mathura,Uttar Pradesh,0
MSF,Chennai Fort,Chennai,Tamil Nadu,0
MSG,Munshiganj,#N/A,,0
MSGJ,Maheshganj,Nadia,West Bengal,0
MSH,Mahesana Jn,Mahesana,Gujarat,101
MSHF,Mahesana,Mahesana,Gujarat,0
MSHM,Mahesana,Mahesana,Gujarat,0
MSHW,Musharwa Halt,Pashchim Champaran,Bihar,0
MSK,Mahes Khunt,Khagaria,Bihar,11
MSL,Machhalandapur,North 24 Parganas,West Bengal,0
MSMD,Mahasamund,Mahasamund,Chhatisgarh,26
MSMI,Misamari,Sonitpur,Assam,5
MSN,Mursan,Hathras,Uttar Pradesh,2
MSO,Misrod,Bhopal,Madhya Pradesh,0
MSOD,Masodha,Ayodhya,Uttar Pradesh,1
MSP,Mansurpur,Muzaffarnagar,Uttar Pradesh,1
MSQ,Marwar Ratanpara,Jalore,Rajasthan,0
MSR,Masur,Satara,Maharashtra,4
MSRP,Murhesi Rampur,Mathura,Uttar Pradesh,0
MSS,Masarahalli,Shivamogga,Karnataka,0
MSSD,Maheshari Sndhn,Moga,Punjab,0
MSSN,Maishashan,Karimganj,Assam,0
MST,Masit,Hardoi,Uttar Pradesh,2
MSTH,Misrikh Tirath,Sitapur,Uttar Pradesh,0
MSU,Mosur,Ranipet,Tamil Nadu,0
MSV,Mustara,Jhansi,Uttar Pradesh,0
MSVN,Meswan,Junagadh,Gujarat,0
MSW,Maskanwa,Gonda,Uttar Pradesh,14
MSWA,Masaniwala,Ganganagar,Rajasthan,2
MSZ,Mansa,Mansa,Punjab,16
MT,Matera,Bahraich,Uttar Pradesh,0
MTA,Mathela,Khandwa,Madhya Pradesh,0
MTAP,Matania Anantapur,North 24 Parganas,West Bengal,0
MTB,Matlabpur,Moradabad,Uttar Pradesh,0
MTBG,Matia Barghat Halt,Kushinagar,Uttar Pradesh,0
MTBH,Mahatbania Halt,#N/A,,0
MTC,Meerut City,Meerut,Uttar Pradesh,51
MTCN,Triplicane,Chennai,Tamil Nadu,0
MTD,Merta Road Jn,Nagaur,Rajasthan,74
MTDI,Maltekdi,Nanded,Maharashtra,0
MTDM,Metur Dam,Salem,Tamil Nadu,1
MTE,Mettur,Tenkasi,Tamil Nadu,0
MTF,Masulipatam Port,#N/A,,0
MTFA,Mertala Phaleya,Purba Bardhaman,West Bengal,0
MTGE,Muthani,Kaimur,Bihar,0
MTH,Mataundh,Banda,Uttar Pradesh,4
MTHH,Mothala Halt,Kutch,Gujarat,0
MTHP,Mithapur,Jamnagar,Gujarat,4
MTI,Mitawal,Firozabad,Uttar Pradesh,1
MTIP,Math Nashipur,Purba Bardhaman,West Bengal,0
MTJ,Mathura Jn,Mathura,Uttar Pradesh,189
MTJL,Motijheel,Gwalior,Madhya Pradesh,0
MTJR,Moterjhar,Dhubri,Assam,2
MTKD,Moti Khawdi,Jamnagar,Gujarat,0
MTKN,Motasar Khuni,Bikaner,Rajasthan,0
MTL,Mailam,Viluppuram,Tamil Nadu,0
MTLA,Mothala,Kutch,Gujarat,0
MTLP,Mithila Deep,Madhubani,Bihar,0
MTM,Machelipatnam,Krishna,Andhra Pradesh,8
MTMI,Motimari,Khammam,Telangana,0
MTMY,Thirumayilai,Chennai,Tamil Nadu,0
MTN,Mumbai Matunga,Mumbai Suburban,Maharashtra,0
MTNC,Mattancheri Halt,#N/A,,0
MTND,Mattagajpur,Cuttack,Odisha,2
MTNL,Muttarasanallur,Tiruchirappalli,Tamil Nadu,0
MTO,Maitha,Kanpur Dehat,Uttar Pradesh,0
MTP,Metupalaiyam,Coimbatore,Tamil Nadu,4
MTPC,Motipura Chauki,Baran,Rajasthan,2
MTPI,Metpally,Jagtial,Telangana,0
MTPLY,Metpally,Jagtial,Telangana,0
MTPR,Raimehatpur,Una,Himachal Pradesh,2
MTR,Motipur,Muzaffarpur,Bihar,17
MTRA,Matigara,Darjeeling,West Bengal,0
MTSK,Mota Surka,Bhavnagar,Gujarat,0
MTT,Mutupet,Thiruvarur,Tamil Nadu,2
MTU,Matmari,Raichur,Karnataka,4
MTUJ,Mathura Jn,#N/A,,0
MTUR,Mathur,Ariyalur,Tamil Nadu,0
MTV,Matalkunta,Sangareddy,Telangana,0
MTWN,Mitewani,Bhandara,Maharashtra,0
MTY,Multai,Betul,Madhya Pradesh,25
MTZ,Muttanendal,Sivaganga,Tamil Nadu,0
MU,Makansar,Morbi,Gujarat,0
MUA,Musra,Rajnandgaon,Chhatisgarh,3
MUBR,Manu Bazar,South Tripura,Tripura,0
MUC,Mullurkara,Thrissur,Kerala,0
MUD,Muradnagar,Ghaziabad,Uttar Pradesh,7
MUDI,Mududi,Hassan,Karnataka,0
MUE,Mudkhed,Nanded,Maharashtra,48
MUG,Magra,Hooghly,West Bengal,0
MUGA,Mahugarha,Guna,Madhya Pradesh,4
MUGN,Mahutgaon,Sivasagar,Assam,0
MUGR,Manuguru,Bhadradri Kothagudem,Telangana,4
MUH,Murthiha,Bahraich,Uttar Pradesh,0
MUHI,Murhari Halt,Nalanda,Bihar,0
MUK,Munumaka,Guntur,Andhra Pradesh,0
MUKE,Mukkali,Kozhikode,Kerala,0
MULK,Mulki,Dakshina Kannada,Karnataka,18
MUM,Mangapatnam,Y.S.R.,Andhra Pradesh,0
MUO,Masangaon,Harda,Madhya Pradesh,0
MUP,Murhipar,Rajnandgaon,Chhatisgarh,3
MUPA,Mupa,Dima Hasao,Assam,0
MUQ,Marudur,Karur,Tamil Nadu,0
MUR,Mankapur Jn,Gonda,Uttar Pradesh,66
MURD,Mandawar Mahua Rd,Dausa,Rajasthan,9
MURI,Muri,Ranchi,Jharkhand,76
MUT,Meerut Cant,Meerut,Uttar Pradesh,17
MUU,Mankundu,Hooghly,West Bengal,0
MUUA,Mahuawa Khurd,Gorakhpur,Uttar Pradesh,0
MUV,Manduadih,Varanasi,Uttar Pradesh,32
MUVL,Muval Tank,Vadodara,Gujarat,0
MUW,Mathurapur,Deoghar,Jharkhand,8
MUY,Mugaiyur,Viluppuram,Tamil Nadu,0
MUZ,Mohiuddinpur,Ghaziabad,Uttar Pradesh,1
MV,Mayiladuturai Jn,Mayiladuthurai,Tamil Nadu,53
MVA,Malaka Vemala,Anantapur,Andhra Pradesh,0
MVC,Mavinkere,Hassan,Karnataka,0
MVD,Mulvad,Vijayapura,Karnataka,2
MVE,Mundhewadi,Solapur,Maharashtra,0
MVF,Manabar,Koraput,Odisha,0
MVG,Maligura,Koraput,Odisha,0
MVH,Mantatti,Vikarabad,Telangana,2
MVHL,Mavinahalli Halt,Bidar,Karnataka,0
MVI,Morbi,Morbi,Gujarat,4
MVJ,Mavli Jn,Udaipur,Rajasthan,36
MVKR,Mahawan Khor Halt,Gorakhpur,Uttar Pradesh,0
MVL,Malavli,Pune,Maharashtra,0
MVLI,Mevli,Vadodara,Gujarat,0
MVLK,Mavelikara,Alappuzha,Kerala,42
MVM,Mayuram Town,Mayiladuthurai,Tamil Nadu,0
MVN,Milavittan,Thoothukkudi,Tamil Nadu,8
MVO,Manwath Road,Parbhani,Maharashtra,22
MVP,Mokhasa Kalvpdi,Krishna,Andhra Pradesh,0
MVPM,Mavelipalaiyam,Salem,Tamil Nadu,0
MVRD,Maivadi Road,Coimbatore,Tamil Nadu,4
MVRM,Mallavaram,East Godavari,Andhra Pradesh,0
MVS,Manavasi,Karur,Tamil Nadu,0
MVV,Maheshi,Bhagalpur,Bihar,0
MVW,Mallividu,Vizianagaram,Andhra Pradesh,2
MVY,Malavi,Ballari,Karnataka,0
MW,Mairwa,Siwan,Bihar,22
MWA,Mandwa,Burhanpur,Madhya Pradesh,0
MWAD,Mowad,Nagpur,Maharashtra,2
MWAI,Mavai,Tikamgarh,Madhya Pradesh,0
MWC,Mandawali Chander Vihar,North East,Delhi,0
MWD,Mhasavad,Jalgaon,Maharashtra,0
MWE,Mewa Nawada,Bijnor,Uttar Pradesh,0
MWF,Magardaha,Sonbhadra,Uttar Pradesh,0
MWG,Mindala,Chandrapur,Maharashtra,0
MWH,Malwan,Fatehpur,Uttar Pradesh,1
MWJ,Marwasgram,Sidhi,Madhya Pradesh,8
MWK,Mordad Tanda,Dhule,Maharashtra,1
MWL,Muthirevula Halt,Chittoor,Andhra Pradesh,0
MWM,Malleswaram,Bangalore,Karnataka,9
MWP,Mahrani Pachhim,Sultanpur,Uttar Pradesh,0
MWQ,Motari Halt,Puri,Odisha,1
MWR,Mahansar,Jhunjhunu,Rajasthan,3
MWRN,Madwarani,Korba,Chhatisgarh,2
MWT,Marwar Lohwat,Jodhpur,Rajasthan,7
MWUE,Mahrawal,Aligarh,Uttar Pradesh,2
MWW,Mahwa,Alwar,Rajasthan,0
MWX,Mallanwala Khas,Ferozepur,Punjab,5
MWY,Mailaram,Vikarabad,Telangana,2
MWZ,Mahishadahari,Birbhum,West Bengal,0
MX,Mumbai Mahalakshmi,Mumbai Suburban,Maharashtra,0
MXA,Marauda,Durg,Chhatisgarh,3
MXD,Masor Road,Vadodara,Gujarat,0
MXH,Makhu,Ferozepur,Punjab,6
MXJ,Mangurjan,Uttar Dinajpur,West Bengal,0
MXK,Mandrak,Aligarh,Uttar Pradesh,1
MXL,Mokholi,Sawai Madhopur,Rajasthan,0
MXM,Minatchipuram,Tirunelveli,Tamil Nadu,4
MXN,Mariani Jn,Jorhat,Assam,45
MXO,Morthala,Sirohi,Rajasthan,0
MXP,Malupota,Shahid Bhagat Singh Nagar,Punjab,0
MXR,Mahur,Dima Hasao,Assam,2
MXS,Mohasa,Sagar,Madhya Pradesh,0
MXT,Malakpet Kacheguda,Hyderabad,Telangana,2
MXW,Mahadev Sal,Pashchimi Singhbhum,Jharkhand,2
MXX,Meerut City Mandi Si,#N/A,,0
MXY,Mahuariya,Sonbhadra,Uttar Pradesh,0
MXZ,Mohdara Halt,Nagpur,Maharashtra,0
MY,Malliyam,Mayiladuthurai,Tamil Nadu,2
MYA,Mandya,Mandya,Karnataka,52
MYD,Manderdisa,Dima Hasao,Assam,0
MYE,Mandhali,Kapurthala,Punjab,0
MYG,Miyagam Karjan,Vadodara,Gujarat,20
MYGD,Maynaguri Road,Jalpaiguri,West Bengal,4
MYGL,Miyagam Karjan Junction Ng,Vadodara,Gujarat,0
MYHT,Mayurhat,Nadia,West Bengal,0
MYJ,Maheji,Jalgaon,Maharashtra,0
MYK,Mayakonda,Davanagere,Karnataka,2
MYKR,Matyakheri Halt,Mandsaur,Madhya Pradesh,0
MYL,Malliyala,Kurnool,Andhra Pradesh,0
MYM,Memari,Purba Bardhaman,West Bengal,0
MYN,Miyana,Guna,Madhya Pradesh,0
MYO,Moridhal,Dhemaji,Assam,2
MYP,Mundilyampakkam,Viluppuram,Tamil Nadu,0
MYPR,Maynapur,Bankura,West Bengal,0
MYR,Maihar,Maihar,Madhya Pradesh,64
MYS,Mysore Jn,Mysuru,Karnataka,66
MYU,Mayanoor,Karur,Tamil Nadu,0
MYX,Metyal Sohar,Purulia,West Bengal,0
MYY,Mayyanad,Kollam,Kerala,6
MZA,Mezenga S,Sivasagar,Assam,0
MZB,Mahuli Halt,Nagpur,Maharashtra,0
MZC,Mirza Cheuki,Sahibganj,Jharkhand,10
MZGI,Manzurgarhi,Aligarh,Uttar Pradesh,0
MZH,Mauhari,Anuppur,Madhya Pradesh,3
MZHL,Majhaoli,Sidhi,Madhya Pradesh,0
MZL,Mirzapali,Medak,Telangana,8
MZM,Muzzampur Narain,Bijnor,Uttar Pradesh,8
MZMA,Mazhom,#N/A,,0
MZN,Mahmudpur Saraiyan,Hardoi,Uttar Pradesh,0
MZNC,Mznc,#N/A,,0
MZP,Mirzapur,Mirzapur,Uttar Pradesh,83
MZQ,Majgaon Assam,Sonitpur,Assam,2
MZR,Murtajapur,Akola,Maharashtra,31
MZRA,Majhgram,#N/A,,0
MZRT,Murtajapur Town,Akola,Maharashtra,0
MZS,Murkeongselek,Dhemaji,Assam,2
MZU,Marandahalli,Dharmapuri,Tamil Nadu,0
MZV,Maralahalli,Kolar,Karnataka,0
MZW,Manjhwe,Nawada,Bihar,0
MZX,Matatila,Lalitpur,Uttar Pradesh,0
MZY,Machapur,Cuttack,Odisha,0
MZZ,Manjuri Road,Jajpur,Odisha,0
NAB,Nagbhir Jn,Chandrapur,Maharashtra,4
NABN,Nagbhir Jn (Ng),Chandrapur,Maharashtra,0
NAC,Nawa City,Nagaur,Rajasthan,25
NACC,New Alipur (Calcutta),Kolkata,West Bengal,0
NAD,Nagda Jn,Nagda,Madhya Pradesh,113
NADA,Nada,Vadodara,Gujarat,0
NAG,Nagargali,Belagavi,Karnataka,0
NAGC,Nagargali,Raigad,Maharashtra,0
NAH,Nahiyer,#N/A,,0
NAI,Nangi,Howrah,West Bengal,0
NAK,Naksalbari,Darjeeling,West Bengal,2
NAKD,Naik Dih,Ghazipur,Uttar Pradesh,0
NAL,Nal Halt,Bikaner,Rajasthan,2
NALR,Nalpur,Howrah,West Bengal,0
NAM,Namrup,Dibrugarh,Assam,8
NAN,Nandgaon Road,Sindhudurg,Maharashtra,12
NANA,Nana,Pali,Rajasthan,4
NAND,Nandikur,Udupi,Karnataka,0
NANR,Naranpur,Kendujhar,Odisha,2
NAP,Noapara,#N/A,,0
NAR,Nar,#N/A,,0
NARA,Nara Halt,Panipat,Haryana,0
NARD,Naika Road,Patna,Bihar,0
NAS,Nasrala,Hoshiarpur,Punjab,0
NASP,Narasingapalli,Visakhapatnam,Andhra Pradesh,2
NAT,Nathnagar,Bhagalpur,Bihar,6
NAU,Nadapuram Road,Kozhikode,Kerala,0
NAVI,Navi Amravati,Amravati,Maharashtra,6
NAW,Nawandgi,Ranga Reddy,Telangana,4
NAWN,Nawan,Hanumangarh,Rajasthan,0
NAZJ,Nazirganj,Samastipur,Bihar,6
NB,Nimbhora,Jalgaon,Maharashtra,2
NBA,Nabha,Patiala,Punjab,14
NBAE,Nabagram,Purba Bardhaman,West Bengal,0
NBD,Najibabad Jn,Bijnor,Uttar Pradesh,48
NBE,New Barrackpore,North 24 Parganas,West Bengal,0
NBG,Nabenagar Road,Aurangabad,Bihar,12
NBGH,Nowbagh,Amravati,Maharashtra,0
NBH,Nimbahera,Chittorgarh,Rajasthan,15
NBHM,Nana Bhamodra,Amreli,Gujarat,0
NBI,Nadbai,Bharatpur,Rajasthan,12
NBK,Nungambakkam,Chennai,Tamil Nadu,0
NBKH,Naba Gram Kanku,Purba Bardhaman,West Bengal,0
NBL,Nimbal,Kalaburagi,Karnataka,6
NBM,Navabpalem,West Godavari,Andhra Pradesh,1
NBN,Navaron,#N/A,,0
NBP,Nibhapur,Jaunpur,Uttar Pradesh,0
NBPH,New Balrampur H,Murshidabad,West Bengal,0
NBQ,New Bongaigaon,Bongaigaon,Assam,118
NBQY,New Bongaigaon Yard,Bongaigaon,Assam,1
NBR,Namburu,Guntur,Andhra Pradesh,4
NBRL,Nani Baral,Morbi,Gujarat,0
NBRN,Naba Raynagar Halt,Nadia,West Bengal,0
NBS,New Baneswar,Cooch Behar,West Bengal,0
NBT,Nayabagirthipur,Dhenkanal,Odisha,0
NBU,Narasambudhi,Mysuru,Karnataka,1
NBUB,Nibkaror,#N/A,,0
NBUE,Nibkarori,Farrukhabad,Uttar Pradesh,0
NBUJ,New Bhuj,#N/A,,0
NBVJ,New Bhuj,#N/A,,0
NBX,Nizbarganj,Sonitpur,Assam,2
NCA,Nizchatia,Biswanath,Assam,2
NCB,New Cooch Behar,Cooch Behar,West Bengal,92
NCBD,New Changrabandha,Cooch Behar,West Bengal,2
NCBD2,Ncbd2,#N/A,,0
NCE,Nalacheruvu East,Anantapur,Andhra Pradesh,0
NCH,Nakachari,Jorhat,Assam,4
NCHS,Nature Cure Hospital,Hyderabad,Telangana,0
NCJ,Nagercoil Jn,Kanyakumari,Tamil Nadu,52
NCN,Nachinda Ph,Purba Medinipur,West Bengal,0
NCP,Nishchindapur,South 24 Parganas,West Bengal,1
NCPM,Nishchindapur Market Halt,South 24 Parganas,West Bengal,0
NCR,Nagore,Nagapattinam,Tamil Nadu,8
NCU,Nallacheruvu,Anantapur,Andhra Pradesh,0
ND,Nadiad Jn,Kheda,Gujarat,148
NDAE,Nabadwip Dham,Nadia,West Bengal,29
NDAZ,Naya Azadpur,North West,Delhi,0
NDB,Nandurbar,Nandurbar,Maharashtra,71
NDBT,Nandpur Bhatauli,Kangra,Himachal Pradesh,0
NDD,Nidadavolu Jn,West Godavari,Andhra Pradesh,46
NDE,Nandre,Sangli,Maharashtra,0
NDF,Nabadwip Ghat,Nadia,West Bengal,0
NDG,Nadgam,Kheda,Gujarat,0
NDGJ,Nandahganja,Purba Medinipur,West Bengal,0
NDH,Nindhar Benar,Jaipur,Rajasthan,3
NDIM,Nandaigram Halt,Purba Bardhaman,West Bengal,0
NDJ,Nandganj,Ghazipur,Uttar Pradesh,4
NDK,Nankhas,Jhansi,Uttar Pradesh,1
NDKD,Nadikode,Guntur,Andhra Pradesh,25
NDKH,Nandarkha,Junagadh,Gujarat,0
NDKR,Nandakumar Ph,Purba Medinipur,West Bengal,2
NDL,Nandyal,Kurnool,Andhra Pradesh,18
NDLH,Nandlalee Halt,Saharsa,Bihar,0
NDLS,New Delhi,Central,Delhi,244
NDM,Nidamanuru,Krishna,Andhra Pradesh,1
NDN,Nardana,Dhule,Maharashtra,4
